Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE,Duration_min,Set_Volume,DateOnly,Week,DOW
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Oblique Scrunches,3,0.0,10,0.0,0,,,,95,,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Face Pull (Cable),2,45.0,10,0.0,0,,,,95,450.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Squat (Machine),3,70.0,10,0.0,0,,,,95,700.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Squat (Machine),1,70.0,10,0.0,0,,,,95,700.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Squat (Machine),2,70.0,10,0.0,0,,,,95,700.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Oblique Scrunches,1,0.0,10,0.0,0,,,,95,,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Running (Treadmill),1,0.0,0,0.55,10,,,,95,,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Face Pull (Cable),3,45.0,10,0.0,0,,,,95,450.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Basic Scrunches,3,0.0,15,0.0,0,,,,95,,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Face Pull (Cable),1,40.0,10,0.0,0,,,,95,400.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Basic Scrunches,1,0.0,15,0.0,0,,,,95,,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Basic Scrunches,2,0.0,15,0.0,0,,,,95,,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Triceps Pushdown (Cable - Straight Bar),2,70.0,10,0.0,0,,,,95,700.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Triceps Pushdown (Cable - Straight Bar),3,70.0,10,0.0,0,,,,95,700.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Cable Curl,1,65.0,10,0.0,0,,,,95,650.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Triceps Pushdown (Cable - Straight Bar),1,70.0,10,0.0,0,,,,95,700.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Cable Curl,3,60.0,10,0.0,0,,,,95,600.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Lat Pulldown (Cable),1,60.0,10,0.0,0,,,,95,600.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Lat Pulldown (Cable),2,65.0,10,0.0,0,,,,95,650.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Lat Pulldown (Cable),3,60.0,10,0.0,0,,,,95,600.0,2025-03-24,2025-03-24,Monday
2025-03-24 11:19:31,Usual Workout (Monday),1h 35min,Cable Curl,2,60.0,6,0.0,0,,,,95,360.0,2025-03-24,2025-03-24,Monday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Seated Row (Cable),3,60.0,10,0.0,0,,,,99,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Lat Pulldown (Cable),3,60.0,10,0.0,0,,,,99,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Hip Thrust (Barbell),1,80.0,10,0.0,0,,,,99,800.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Hip Thrust (Barbell),2,100.0,10,0.0,0,,,,99,1000.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Hip Thrust (Barbell),3,100.0,10,0.0,0,,,,99,1000.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Seated Row (Cable),1,60.0,10,0.0,0,,,,99,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Seated Row (Cable),2,60.0,10,0.0,0,,,,99,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Pec Deck (Machine),1,30.0,10,0.0,0,,,,99,300.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Crunch (Machine),1,10.0,10,0.0,0,,,,99,100.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Pec Deck (Machine),3,40.0,10,0.0,0,,,,99,400.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Lying Leg Curl (Machine),1,30.0,10,0.0,0,,,,99,300.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Lying Leg Curl (Machine),2,35.0,10,0.0,0,,,,99,350.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Lying Leg Curl (Machine),3,35.0,10,0.0,0,,,,99,350.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Crunch (Machine),2,20.0,10,0.0,0,,,,99,200.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Crunch (Machine),3,20.0,10,0.0,0,,,,99,200.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Running (Treadmill),1,0.0,0,0.5,10,,,,99,,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Lat Pulldown (Cable),2,60.0,10,0.0,0,,,,99,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Pec Deck (Machine),2,40.0,10,0.0,0,,,,99,400.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 39min,Lat Pulldown (Cable),1,60.0,10,0.0,0,,,,99,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Lying Leg Curl (Machine),1,30.0,10,0.0,0,,,,100,300.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Crunch (Machine),3,20.0,10,0.0,0,,,,100,200.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Lat Pulldown (Cable),1,60.0,10,0.0,0,,,,100,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Lat Pulldown (Cable),3,60.0,10,0.0,0,,,,100,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Hip Thrust (Barbell),1,80.0,10,0.0,0,,,,100,800.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Hip Thrust (Barbell),2,100.0,10,0.0,0,,,,100,1000.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Hip Thrust (Barbell),3,100.0,10,0.0,0,,,,100,1000.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Seated Row (Cable),1,60.0,10,0.0,0,,,,100,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Seated Row (Cable),2,60.0,10,0.0,0,,,,100,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Seated Row (Cable),3,60.0,10,0.0,0,,,,100,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Lat Pulldown (Cable),2,60.0,10,0.0,0,,,,100,600.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Pec Deck (Machine),2,40.0,10,0.0,0,,,,100,400.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Pec Deck (Machine),3,40.0,10,0.0,0,,,,100,400.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Running (Treadmill),1,0.0,0,0.5,10,,,,100,,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Lying Leg Curl (Machine),2,35.0,10,0.0,0,,,,100,350.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Lying Leg Curl (Machine),3,35.0,10,0.0,0,,,,100,350.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Crunch (Machine),1,10.0,10,0.0,0,,,,100,100.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Crunch (Machine),2,20.0,10,0.0,0,,,,100,200.0,2025-04-29,2025-04-28,Tuesday
2025-04-29 14:10:34,Afternoon Workout,1h 40min,Pec Deck (Machine),1,30.0,10,0.0,0,,,,100,300.0,2025-04-29,2025-04-28,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),3,25.0,10,0.0,0,,,,73,250.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),2,25.0,10,0.0,0,,,,73,250.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),1,20.0,10,0.0,0,,,,73,200.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),3,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),2,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),1,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),3,90.0,10,0.0,0,,,,73,900.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),2,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),1,80.0,10,0.0,0,,,,73,800.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),3,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),1,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),4,110.0,10,0.0,0,,,,73,1100.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),3,110.0,10,0.0,0,,,,73,1100.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Stair Master ,1,0.0,7,0.0,0,,,,73,,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),2,90.0,10,0.0,0,,,,73,900.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),1,100.0,10,0.0,0,,,,73,1000.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),3,90.0,10,0.0,0,,,,73,900.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),3,110.0,10,0.0,0,,,,73,1100.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Stair Master ,1,0.0,7,0.0,0,,,,73,,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),3,25.0,10,0.0,0,,,,73,250.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),2,25.0,10,0.0,0,,,,73,250.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),1,20.0,10,0.0,0,,,,73,200.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),3,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),2,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),2,100.0,10,0.0,0,,,,73,1000.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),1,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),2,90.0,10,0.0,0,,,,73,900.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),1,80.0,10,0.0,0,,,,73,800.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),3,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),2,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),1,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),4,110.0,10,0.0,0,,,,73,1100.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),2,100.0,10,0.0,0,,,,73,1000.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),1,100.0,10,0.0,0,,,,73,1000.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),1,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),3,25.0,10,0.0,0,,,,73,250.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),1,20.0,10,0.0,0,,,,73,200.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),3,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),2,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),1,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),3,90.0,10,0.0,0,,,,73,900.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),2,90.0,10,0.0,0,,,,73,900.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Stair Master ,1,0.0,7,0.0,0,,,,73,,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),1,80.0,10,0.0,0,,,,73,800.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),2,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),1,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),4,110.0,10,0.0,0,,,,73,1100.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),3,110.0,10,0.0,0,,,,73,1100.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),2,100.0,10,0.0,0,,,,73,1000.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),1,100.0,10,0.0,0,,,,73,1000.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),3,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),3,25.0,10,0.0,0,,,,73,250.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),2,25.0,10,0.0,0,,,,73,250.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),1,100.0,10,0.0,0,,,,73,1000.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),2,25.0,10,0.0,0,,,,73,250.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Crunch (Machine),1,20.0,10,0.0,0,,,,73,200.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),3,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),2,70.0,10,0.0,0,,,,73,700.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Stair Master ,1,0.0,7,0.0,0,,,,73,,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),2,90.0,10,0.0,0,,,,73,900.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),3,90.0,10,0.0,0,,,,73,900.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),3,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),2,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Bicep Curl (Cable),1,55.0,10,0.0,0,,,,73,550.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),4,110.0,10,0.0,0,,,,73,1100.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),3,110.0,10,0.0,0,,,,73,1100.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Hip Thrust (Barbell),2,100.0,10,0.0,0,,,,73,1000.0,2025-05-06,2025-05-05,Tuesday
2025-05-06 14:29:23,Afternoon Workout,1h 13min,Squat (Smith Machine),1,80.0,10,0.0,0,,,,73,800.0,2025-05-06,2025-05-05,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Crunch (Machine),3,20.0,10,0.0,0,,,,69,200.0,2025-07-08,2025-07-07,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Hip Thrust (Barbell),3,50.0,10,0.0,0,,,,69,500.0,2025-07-08,2025-07-07,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Hip Thrust (Barbell),2,50.0,10,0.0,0,,,,69,500.0,2025-07-08,2025-07-07,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Running (Treadmill),1,0.0,0,0.57,600,,,,69,,2025-07-08,2025-07-07,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Crunch (Machine),2,20.0,10,0.0,0,,,,69,200.0,2025-07-08,2025-07-07,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Hip Thrust (Barbell),1,50.0,10,0.0,0,,,,69,500.0,2025-07-08,2025-07-07,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Pec Deck (Machine),4,25.0,10,0.0,0,,,,69,250.0,2025-07-08,2025-07-07,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Pec Deck (Machine),3,20.0,10,0.0,0,,,,69,200.0,2025-07-08,2025-07-07,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Pec Deck (Machine),2,15.0,10,0.0,0,,,,69,150.0,2025-07-08,2025-07-07,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Pec Deck (Machine),1,10.0,10,0.0,0,,,,69,100.0,2025-07-08,2025-07-07,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Stair Master ,1,0.0,10,0.0,0,,,,69,,2025-07-08,2025-07-07,Tuesday
2025-07-08 12:14:16,Midday Workout,1h 9min,Crunch (Machine),1,15.0,10,0.0,0,,,,69,150.0,2025-07-08,2025-07-07,Tuesday
2025-07-11 11:27:08,Morning Workout,1h 33min,Lying Leg Curl (Machine),2,30.0,10,0.0,0,,,,93,300.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Lying Leg Curl (Machine),1,30.0,10,0.0,0,,,,93,300.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Squat (Barbell),3,70.0,10,0.0,0,,,,93,700.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Squat (Barbell),2,70.0,10,0.0,0,,,,93,700.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Squat (Barbell),1,60.0,10,0.0,0,,,,93,600.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Hip Thrust (Barbell),3,80.0,10,0.0,0,,,,93,800.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Hip Thrust (Barbell),1,70.0,10,0.0,0,,,,93,700.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Pec Deck (Machine),3,25.0,10,0.0,0,,,,93,250.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Hip Thrust (Barbell),2,80.0,10,0.0,0,,,,93,800.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Pec Deck (Machine),1,25.0,10,0.0,0,,,,93,250.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Face Pull (Cable),3,20.0,1,0.0,0,,,,93,20.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Face Pull (Cable),2,20.0,1,0.0,0,,,,93,20.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Face Pull (Cable),1,15.0,1,0.0,0,,,,93,15.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Crunch (Machine),3,25.0,10,0.0,0,,,,93,250.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Crunch (Machine),2,25.0,10,0.0,0,,,,93,250.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Crunch (Machine),1,25.0,10,0.0,0,,,,93,250.0,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Stair Master ,1,0.0,10,0.0,0,,,,93,,2025-07-11,2025-07-07,Friday
2025-07-11 11:27:08,Morning Workout,1h 33min,Pec Deck (Machine),2,25.0,10,0.0,0,,,,93,250.0,2025-07-11,2025-07-07,Friday
2025-08-20 12:17:56,Midday Workout,1h 20min,Crunch (Machine),2,30.0,10,0.0,0,,,,80,300.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 20min,Crunch (Machine),3,35.0,10,0.0,0,,,,80,350.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 20min,Triceps Pushdown (Cable - Straight Bar),1,70.0,10,0.0,0,,,,80,700.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 20min,Triceps Pushdown (Cable - Straight Bar),2,70.0,10,0.0,0,,,,80,700.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 20min,Squat (Barbell),1,90.0,10,0.0,0,,,,80,900.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 20min,Hip Thrust (Barbell),2,80.0,10,0.0,0,,,,80,800.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 20min,Squat (Barbell),3,90.0,10,0.0,0,,,,80,900.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 20min,Hip Thrust (Barbell),1,80.0,10,0.0,0,,,,80,800.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 20min,Running (Treadmill),1,0.0,0,0.4,522,,,,80,,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 20min,Crunch (Machine),1,30.0,10,0.0,0,,,,80,300.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 20min,Squat (Barbell),2,90.0,10,0.0,0,,,,80,900.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 20min,Stair Master ,1,0.0,6,0.0,0,,,,80,,2025-08-20,2025-08-18,Wednesday
